,deviceName,microserviceName,tempLatency,finallyLatency
0,edge2,fault-losso,10.957239151000977,1.6165461540222168
1,edge2,fault-knn,1.36788010597229,0.8830153942108154
2,edge2,fault-svm,0.865242600440979,0.865242600440979
3,edge2,fault-xgboost,0.8523303866386414,0.8523303866386414
4,edge1,fault-ensemble,38.59896469116211,2.5739834308624268
5,edge1,wafer-auto,2.2421798706054688,2.0019149780273438
6,edge1,wafer-statis,13.476141929626465,14.6618013381958
7,edge1,wafer-cnn,1.4865570068359375,1.4865570068359375
8,edge0,wafer-svm,6.156419277191162,6.156419277191162
9,cloud,wafer-ensemble,14.699146270751953,14.699146270751953
